Registry,Project Type Category,Vintage Year,Total Credits Issued,total_credits_retired,retirement_rate
ACR,Afforestation/Reforestation,2009.0,1119,4307211,37.5
ACR,Afforestation/Reforestation,2010.0,42898,4307211,37.5
ACR,Afforestation/Reforestation,2011.0,3706128,4307211,37.5
ACR,Afforestation/Reforestation,2012.0,369621,4307211,37.5
ACR,Afforestation/Reforestation,2013.0,477297,4307211,37.5
ACR,Afforestation/Reforestation,2014.0,182626,4307211,37.5
ACR,Afforestation/Reforestation,2015.0,1054928,4307211,37.5
ACR,Afforestation/Reforestation,2016.0,165976,4307211,37.5
ACR,Afforestation/Reforestation,2017.0,1107890,4307211,37.5
ACR,Afforestation/Reforestation,2018.0,308550,4307211,37.5
ACR,Afforestation/Reforestation,2019.0,1364185,4307211,37.5
ACR,Afforestation/Reforestation,2020.0,1179164,4307211,37.5
ACR,Afforestation/Reforestation,2021.0,804970,4307211,37.5
ACR,Afforestation/Reforestation,2022.0,716959,4307211,37.5
ACR,Soil & Livestock,2011.0,2,21813,1.2
ACR,Soil & Livestock,2013.0,19183,21813,1.2
ACR,Soil & Livestock,2014.0,24558,21813,1.2
ACR,Soil & Livestock,2015.0,237423,21813,1.2
ACR,Soil & Livestock,2016.0,270942,21813,1.2
ACR,Soil & Livestock,2017.0,314532,21813,1.2
ACR,Soil & Livestock,2018.0,288967,21813,1.2
ACR,Soil & Livestock,2019.0,298295,21813,1.2
ACR,Soil & Livestock,2020.0,190533,21813,1.2
ACR,Soil & Livestock,2021.0,99693,21813,1.2
ACR,Soil & Livestock,2022.0,44778,21813,1.2
ACR,Soil & Livestock,2023.0,40128,21813,1.2
ACR,Soil & Livestock,2024.0,23141,21813,1.2
ACR,Bioenergy,2005.0,316,127,11.2
ACR,Bioenergy,2006.0,352,127,11.2
ACR,Bioenergy,2007.0,342,127,11.2
ACR,Bioenergy,2008.0,128,127,11.2
ACR,Electric vehicles,2003.0,3832,840206,88.0
ACR,Electric vehicles,2004.0,5689,840206,88.0
ACR,Electric vehicles,2005.0,13528,840206,88.0
ACR,Electric vehicles,2006.0,52424,840206,88.0
ACR,Electric vehicles,2007.0,138386,840206,88.0
ACR,Electric vehicles,2008.0,163974,840206,88.0
ACR,Electric vehicles,2009.0,112296,840206,88.0
ACR,Electric vehicles,2010.0,63490,840206,88.0
ACR,Electric vehicles,2011.0,80065,840206,88.0
ACR,Electric vehicles,2012.0,91789,840206,88.0
ACR,Electric vehicles,2013.0,104540,840206,88.0
ACR,Electric vehicles,2014.0,104696,840206,88.0
ACR,Electric vehicles,2015.0,6945,840206,88.0
ACR,Electric vehicles,2016.0,5597,840206,88.0
ACR,Electric vehicles,2017.0,3528,840206,88.0
ACR,Electric vehicles,2018.0,2565,840206,88.0
ACR,Electric vehicles,2019.0,1857,840206,88.0
ACR,Forest management,2011.0,16032,12420839,6.4
ACR,Forest management,2012.0,4472885,12420839,6.4
ACR,Forest management,2013.0,1190083,12420839,6.4
ACR,Forest management,2014.0,2419251,12420839,6.4
ACR,Forest management,2015.0,16294597,12420839,6.4
ACR,Forest management,2016.0,31791840,12420839,6.4
ACR,Forest management,2017.0,28178218,12420839,6.4
ACR,Forest management,2018.0,14841681,12420839,6.4
ACR,Forest management,2019.0,19376347,12420839,6.4
ACR,Forest management,2020.0,13251185,12420839,6.4
ACR,Forest management,2021.0,14907749,12420839,6.4
ACR,Forest management,2022.0,16353828,12420839,6.4
ACR,Forest management,2023.0,17143796,12420839,6.4
ACR,Forest management,2024.0,13443770,12420839,6.4
ACR,Forest management,2025.0,685284,12420839,6.4
ACR,Fossil gas leaks,2014.0,280667,715,0.0
ACR,Fossil gas leaks,2015.0,490301,715,0.0
ACR,Fossil gas leaks,2016.0,504479,715,0.0
ACR,Fossil gas leaks,2017.0,664696,715,0.0
ACR,Fossil gas leaks,2018.0,677134,715,0.0
ACR,Fossil gas leaks,2019.0,661055,715,0.0
ACR,Fossil gas leaks,2020.0,637905,715,0.0
ACR,Fossil gas leaks,2021.0,1317563,715,0.0
ACR,Fossil gas leaks,2022.0,2005210,715,0.0
ACR,Fossil gas leaks,2023.0,3122394,715,0.0
ACR,Fossil gas leaks,2024.0,3721981,715,0.0
ACR,Fossil gas leaks,2025.0,1303517,715,0.0
ACR,Heat recovery,2003.0,135250,2168,0.5
ACR,Heat recovery,2004.0,164750,2168,0.5
ACR,Heat recovery,2005.0,139035,2168,0.5
ACR,Industrial efficiency,2003.0,1898382,20614129,19.8
ACR,Industrial efficiency,2004.0,3004613,20614129,19.8
ACR,Industrial efficiency,2005.0,3081011,20614129,19.8
ACR,Industrial efficiency,2008.0,319,20614129,19.8
ACR,Industrial efficiency,2009.0,61523,20614129,19.8
ACR,Industrial efficiency,2010.0,97226,20614129,19.8
ACR,Industrial efficiency,2011.0,94841,20614129,19.8
ACR,Industrial efficiency,2012.0,414463,20614129,19.8
ACR,Industrial efficiency,2013.0,955174,20614129,19.8
ACR,Industrial efficiency,2014.0,1039469,20614129,19.8
ACR,Industrial efficiency,2015.0,1222853,20614129,19.8
ACR,Industrial efficiency,2016.0,2059974,20614129,19.8
ACR,Industrial efficiency,2017.0,2084927,20614129,19.8
ACR,Industrial efficiency,2018.0,2554864,20614129,19.8
ACR,Industrial efficiency,2019.0,12056982,20614129,19.8
ACR,Industrial efficiency,2020.0,16360943,20614129,19.8
ACR,Industrial efficiency,2021.0,13611270,20614129,19.8
ACR,Industrial efficiency,2022.0,13441893,20614129,19.8
ACR,Industrial efficiency,2023.0,17416015,20614129,19.8
ACR,Industrial efficiency,2024.0,9351552,20614129,19.8
ACR,Industrial efficiency,2025.0,3380744,20614129,19.8
ACR,Landfill gas,1998.0,48826,2044368,43.6
ACR,Landfill gas,1999.0,74895,2044368,43.6
ACR,Landfill gas,2000.0,114507,2044368,43.6
ACR,Landfill gas,2001.0,114478,2044368,43.6
ACR,Landfill gas,2002.0,110796,2044368,43.6
ACR,Landfill gas,2003.0,309610,2044368,43.6
ACR,Landfill gas,2004.0,320249,2044368,43.6
ACR,Landfill gas,2005.0,358764,2044368,43.6
ACR,Landfill gas,2006.0,969426,2044368,43.6
ACR,Landfill gas,2007.0,727364,2044368,43.6
ACR,Landfill gas,2008.0,244983,2044368,43.6
ACR,Landfill gas,2009.0,108593,2044368,43.6
ACR,Landfill gas,2010.0,128923,2044368,43.6
ACR,Landfill gas,2011.0,40121,2044368,43.6
ACR,Landfill gas,2018.0,36604,2044368,43.6
ACR,Landfill gas,2019.0,50086,2044368,43.6
ACR,Landfill gas,2020.0,62370,2044368,43.6
ACR,Landfill gas,2021.0,133689,2044368,43.6
ACR,Landfill gas,2022.0,188689,2044368,43.6
ACR,Landfill gas,2023.0,291359,2044368,43.6
ACR,Landfill gas,2024.0,254243,2044368,43.6
ACR,Mixed renewables,2004.0,5,491681,24.5
ACR,Mixed renewables,2005.0,491,491681,24.5
ACR,Mixed renewables,2006.0,1638,491681,24.5
ACR,Mixed renewables,2007.0,1948,491681,24.5
ACR,Mixed renewables,2009.0,24245,491681,24.5
ACR,Mixed renewables,2010.0,132737,491681,24.5
ACR,Mixed renewables,2011.0,91970,491681,24.5
ACR,Mixed renewables,2012.0,102825,491681,24.5
ACR,Mixed renewables,2013.0,434180,491681,24.5
ACR,Mixed renewables,2014.0,141643,491681,24.5
ACR,Mixed renewables,2015.0,155810,491681,24.5
ACR,Mixed renewables,2016.0,258088,491681,24.5
ACR,Mixed renewables,2017.0,133306,491681,24.5
ACR,Mixed renewables,2018.0,195071,491681,24.5
ACR,Mixed renewables,2019.0,189339,491681,24.5
ACR,Mixed renewables,2020.0,84960,491681,24.5
ACR,Mixed renewables,2021.0,61672,491681,24.5
ACR,Nitric acid,2001.0,125000,0,0.0
ACR,Oil Field Gas Recovery,2000.0,991518,8874535,32.6
ACR,Oil Field Gas Recovery,2001.0,718342,8874535,32.6
ACR,Oil Field Gas Recovery,2002.0,736816,8874535,32.6
ACR,Oil Field Gas Recovery,2003.0,1322814,8874535,32.6
ACR,Oil Field Gas Recovery,2004.0,2739431,8874535,32.6
ACR,Oil Field Gas Recovery,2005.0,4129065,8874535,32.6
ACR,Oil Field Gas Recovery,2006.0,3281336,8874535,32.6
ACR,Oil Field Gas Recovery,2007.0,4372382,8874535,32.6
ACR,Oil Field Gas Recovery,2008.0,3528103,8874535,32.6
ACR,Oil Field Gas Recovery,2009.0,109153,8874535,32.6
ACR,Oil Field Gas Recovery,2010.0,116108,8874535,32.6
ACR,Oil Field Gas Recovery,2011.0,105596,8874535,32.6
ACR,Oil Field Gas Recovery,2012.0,92762,8874535,32.6
ACR,Oil Field Gas Recovery,2013.0,84182,8874535,32.6
ACR,Oil Field Gas Recovery,2023.0,2059142,8874535,32.6
ACR,Oil Field Gas Recovery,2024.0,2396824,8874535,32.6
ACR,Oil Field Gas Recovery,2025.0,442217,8874535,32.6
ACR,Reforestation and ecosystem restoration,2011.0,170,0,0.0
ACR,Reforestation and ecosystem restoration,2012.0,683,0,0.0
ACR,Reforestation and ecosystem restoration,2014.0,5316,0,0.0
ACR,Reforestation and ecosystem restoration,2015.0,13713,0,0.0
ACR,Reforestation and ecosystem restoration,2016.0,12171,0,0.0
ACR,Reforestation and ecosystem restoration,2017.0,11233,0,0.0
ACR,Reforestation and ecosystem restoration,2018.0,16266,0,0.0
ACR,Rewilding,2010.0,13891,154859,93.2
ACR,Rewilding,2011.0,15370,154859,93.2
ACR,Rewilding,2012.0,20618,154859,93.2
ACR,Rewilding,2013.0,14795,154859,93.2
ACR,Rewilding,2014.0,17243,154859,93.2
ACR,Rewilding,2015.0,17587,154859,93.2
ACR,Rewilding,2016.0,17782,154859,93.2
ACR,Rewilding,2017.0,16809,154859,93.2
ACR,Rewilding,2018.0,16244,154859,93.2
ACR,Rewilding,2019.0,15858,154859,93.2
ACR,Rice cultivation,2012.0,7,597,100.0
ACR,Rice cultivation,2013.0,226,597,100.0
ACR,Rice cultivation,2014.0,170,597,100.0
ACR,Rice cultivation,2015.0,194,597,100.0
ACR,Waste to energy,2003.0,8072,1733101,68.9
ACR,Waste to energy,2004.0,5848,1733101,68.9
ACR,Waste to energy,2005.0,4409,1733101,68.9
ACR,Waste to energy,2006.0,3632,1733101,68.9
ACR,Waste to energy,2007.0,7998,1733101,68.9
ACR,Waste to energy,2008.0,13210,1733101,68.9
ACR,Waste to energy,2009.0,1033,1733101,68.9
ACR,Waste to energy,2010.0,170626,1733101,68.9
ACR,Waste to energy,2011.0,409787,1733101,68.9
ACR,Waste to energy,2012.0,502389,1733101,68.9
ACR,Waste to energy,2013.0,639196,1733101,68.9
ACR,Waste to energy,2014.0,278098,1733101,68.9
ACR,Waste to energy,2015.0,470530,1733101,68.9
ACR,Wastewater treatment,2008.0,100000,11295,10.1
ACR,Wastewater treatment,2019.0,11295,11295,10.1
Gold Standard,Afforestation/Reforestation,2008.0,10,365607,44.2
Gold Standard,Afforestation/Reforestation,2009.0,250,365607,44.2
Gold Standard,Afforestation/Reforestation,2010.0,652,365607,44.2
Gold Standard,Afforestation/Reforestation,2011.0,26504,365607,44.2
Gold Standard,Afforestation/Reforestation,2012.0,41837,365607,44.2
Gold Standard,Afforestation/Reforestation,2013.0,50684,365607,44.2
Gold Standard,Afforestation/Reforestation,2014.0,57911,365607,44.2
Gold Standard,Afforestation/Reforestation,2015.0,57469,365607,44.2
Gold Standard,Afforestation/Reforestation,2016.0,60530,365607,44.2
Gold Standard,Afforestation/Reforestation,2017.0,33761,365607,44.2
Gold Standard,Afforestation/Reforestation,2018.0,32265,365607,44.2
Gold Standard,Afforestation/Reforestation,2019.0,38833,365607,44.2
Gold Standard,Afforestation/Reforestation,2020.0,36103,365607,44.2
Gold Standard,Afforestation/Reforestation,2021.0,30826,365607,44.2
Gold Standard,Afforestation/Reforestation,2022.0,24200,365607,44.2
Gold Standard,Afforestation/Reforestation,2023.0,18217,365607,44.2
Gold Standard,Afforestation/Reforestation,2024.0,20668,365607,44.2
Gold Standard,Afforestation/Reforestation,2025.0,11585,365607,44.2
Gold Standard,Afforestation/Reforestation,2026.0,32218,365607,44.2
Gold Standard,Afforestation/Reforestation,2027.0,73564,365607,44.2
Gold Standard,Afforestation/Reforestation,2028.0,72256,365607,44.2
Gold Standard,Afforestation/Reforestation,2029.0,70686,365607,44.2
Gold Standard,Afforestation/Reforestation,2030.0,802,365607,44.2
Gold Standard,Afforestation/Reforestation,2031.0,512,365607,44.2
Gold Standard,Afforestation/Reforestation,2032.0,473,365607,44.2
Gold Standard,Afforestation/Reforestation,2033.0,425,365607,44.2
Gold Standard,Afforestation/Reforestation,2034.0,451,365607,44.2
Gold Standard,Afforestation/Reforestation,2035.0,474,365607,44.2
Gold Standard,Afforestation/Reforestation,2036.0,507,365607,44.2
Gold Standard,Afforestation/Reforestation,2037.0,2090,365607,44.2
Gold Standard,Afforestation/Reforestation,2038.0,2052,365607,44.2
Gold Standard,Afforestation/Reforestation,2039.0,3446,365607,44.2
Gold Standard,Afforestation/Reforestation,2040.0,3356,365607,44.2
Gold Standard,Afforestation/Reforestation,2041.0,3216,365607,44.2
Gold Standard,Afforestation/Reforestation,2042.0,264,365607,44.2
Gold Standard,Afforestation/Reforestation,2043.0,1938,365607,44.2
Gold Standard,Afforestation/Reforestation,2044.0,1526,365607,44.2
Gold Standard,Afforestation/Reforestation,2045.0,2897,365607,44.2
Gold Standard,Afforestation/Reforestation,2046.0,2903,365607,44.2
Gold Standard,Afforestation/Reforestation,2047.0,2909,365607,44.2
Gold Standard,Afforestation/Reforestation,2048.0,2915,365607,44.2
Gold Standard,Afforestation/Reforestation,2049.0,2920,365607,44.2
Gold Standard,Afforestation/Reforestation,2050.0,169,365607,44.2
Gold Standard,Soil & Livestock,2012.0,3588,4852382,64.4
Gold Standard,Soil & Livestock,2013.0,11089,4852382,64.4
Gold Standard,Soil & Livestock,2014.0,13772,4852382,64.4
Gold Standard,Soil & Livestock,2015.0,20768,4852382,64.4
Gold Standard,Soil & Livestock,2017.0,64379,4852382,64.4
Gold Standard,Soil & Livestock,2018.0,77448,4852382,64.4
Gold Standard,Soil & Livestock,2019.0,24143,4852382,64.4
Gold Standard,Soil & Livestock,2020.0,419169,4852382,64.4
Gold Standard,Soil & Livestock,2021.0,3364712,4852382,64.4
Gold Standard,Soil & Livestock,2022.0,2901932,4852382,64.4
Gold Standard,Soil & Livestock,2023.0,631494,4852382,64.4
Gold Standard,Bioenergy,2006.0,229473,5414312,21.0
Gold Standard,Bioenergy,2007.0,253341,5414312,21.0
Gold Standard,Bioenergy,2008.0,11852,5414312,21.0
Gold Standard,Bioenergy,2009.0,12268,5414312,21.0
Gold Standard,Bioenergy,2010.0,10959,5414312,21.0
Gold Standard,Bioenergy,2011.0,23026,5414312,21.0
Gold Standard,Bioenergy,2012.0,245415,5414312,21.0
Gold Standard,Bioenergy,2013.0,266833,5414312,21.0
Gold Standard,Bioenergy,2014.0,495089,5414312,21.0
Gold Standard,Bioenergy,2015.0,562457,5414312,21.0
Gold Standard,Bioenergy,2016.0,550319,5414312,21.0
Gold Standard,Bioenergy,2017.0,749748,5414312,21.0
Gold Standard,Bioenergy,2018.0,1012907,5414312,21.0
Gold Standard,Bioenergy,2019.0,1360277,5414312,21.0
Gold Standard,Bioenergy,2020.0,1401938,5414312,21.0
Gold Standard,Bioenergy,2021.0,2094490,5414312,21.0
Gold Standard,Bioenergy,2022.0,3819216,5414312,21.0
Gold Standard,Bioenergy,2023.0,5210595,5414312,21.0
Gold Standard,Bioenergy,2024.0,6346024,5414312,21.0
Gold Standard,Bioenergy,2025.0,1143606,5414312,21.0
Gold Standard,Cleaner cooking,2007.0,5821,48853445,71.3
Gold Standard,Cleaner cooking,2008.0,33122,48853445,71.3
Gold Standard,Cleaner cooking,2009.0,124360,48853445,71.3
Gold Standard,Cleaner cooking,2010.0,506215,48853445,71.3
Gold Standard,Cleaner cooking,2011.0,2842205,48853445,71.3
Gold Standard,Cleaner cooking,2012.0,3822328,48853445,71.3
Gold Standard,Cleaner cooking,2013.0,4054638,48853445,71.3
Gold Standard,Cleaner cooking,2014.0,3967794,48853445,71.3
Gold Standard,Cleaner cooking,2015.0,4143327,48853445,71.3
Gold Standard,Cleaner cooking,2016.0,3976759,48853445,71.3
Gold Standard,Cleaner cooking,2017.0,4019210,48853445,71.3
Gold Standard,Cleaner cooking,2018.0,4141281,48853445,71.3
Gold Standard,Cleaner cooking,2019.0,4747618,48853445,71.3
Gold Standard,Cleaner cooking,2020.0,4952658,48853445,71.3
Gold Standard,Cleaner cooking,2021.0,6526276,48853445,71.3
Gold Standard,Cleaner cooking,2022.0,8923062,48853445,71.3
Gold Standard,Cleaner cooking,2023.0,7911540,48853445,71.3
Gold Standard,Cleaner cooking,2024.0,3783872,48853445,71.3
Gold Standard,Cleaner cooking,2025.0,29880,48853445,71.3
Gold Standard,Efficient appliances,2009.0,376,8154926,34.3
Gold Standard,Efficient appliances,2010.0,67980,8154926,34.3
Gold Standard,Efficient appliances,2011.0,177386,8154926,34.3
Gold Standard,Efficient appliances,2012.0,168269,8154926,34.3
Gold Standard,Efficient appliances,2013.0,158171,8154926,34.3
Gold Standard,Efficient appliances,2014.0,210594,8154926,34.3
Gold Standard,Efficient appliances,2015.0,363614,8154926,34.3
Gold Standard,Efficient appliances,2016.0,477147,8154926,34.3
Gold Standard,Efficient appliances,2017.0,834697,8154926,34.3
Gold Standard,Efficient appliances,2018.0,1266083,8154926,34.3
Gold Standard,Efficient appliances,2019.0,1499691,8154926,34.3
Gold Standard,Efficient appliances,2020.0,1544347,8154926,34.3
Gold Standard,Efficient appliances,2021.0,5448641,8154926,34.3
Gold Standard,Efficient appliances,2022.0,6333899,8154926,34.3
Gold Standard,Efficient appliances,2023.0,3297315,8154926,34.3
Gold Standard,Efficient appliances,2024.0,1907804,8154926,34.3
Gold Standard,Electric vehicles,2016.0,45967,0,0.0
Gold Standard,Electric vehicles,2017.0,46838,0,0.0
Gold Standard,Geothermal,2020.0,170459,1640505,47.1
Gold Standard,Geothermal,2021.0,918338,1640505,47.1
Gold Standard,Geothermal,2022.0,926726,1640505,47.1
Gold Standard,Geothermal,2023.0,915434,1640505,47.1
Gold Standard,Geothermal,2024.0,551154,1640505,47.1
Gold Standard,Heat recovery,2014.0,59334,25,0.0
Gold Standard,Industrial efficiency,2007.0,32009,10249584,65.5
Gold Standard,Industrial efficiency,2008.0,54093,10249584,65.5
Gold Standard,Industrial efficiency,2009.0,189614,10249584,65.5
Gold Standard,Industrial efficiency,2010.0,383242,10249584,65.5
Gold Standard,Industrial efficiency,2011.0,554738,10249584,65.5
Gold Standard,Industrial efficiency,2012.0,558947,10249584,65.5
Gold Standard,Industrial efficiency,2013.0,771892,10249584,65.5
Gold Standard,Industrial efficiency,2014.0,877625,10249584,65.5
Gold Standard,Industrial efficiency,2015.0,1069854,10249584,65.5
Gold Standard,Industrial efficiency,2016.0,986512,10249584,65.5
Gold Standard,Industrial efficiency,2017.0,1319504,10249584,65.5
Gold Standard,Industrial efficiency,2018.0,1226166,10249584,65.5
Gold Standard,Industrial efficiency,2019.0,1202756,10249584,65.5
Gold Standard,Industrial efficiency,2020.0,1473517,10249584,65.5
Gold Standard,Industrial efficiency,2021.0,1439458,10249584,65.5
Gold Standard,Industrial efficiency,2022.0,1214895,10249584,65.5
Gold Standard,Industrial efficiency,2023.0,1190367,10249584,65.5
Gold Standard,Industrial efficiency,2024.0,979628,10249584,65.5
Gold Standard,Industrial efficiency,2025.0,59238,10249584,65.5
Gold Standard,Industrial efficiency,2026.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2027.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2028.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2029.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2030.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2031.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2032.0,2418,10249584,65.5
Gold Standard,Industrial efficiency,2033.0,1752,10249584,65.5
Gold Standard,Industrial efficiency,2034.0,1692,10249584,65.5
Gold Standard,Industrial efficiency,2035.0,1692,10249584,65.5
Gold Standard,Industrial efficiency,2036.0,1695,10249584,65.5
Gold Standard,Industrial efficiency,2037.0,1692,10249584,65.5
Gold Standard,Industrial efficiency,2038.0,1695,10249584,65.5
Gold Standard,Industrial efficiency,2039.0,1692,10249584,65.5
Gold Standard,Industrial efficiency,2040.0,1684,10249584,65.5
Gold Standard,Industrial efficiency,2041.0,1687,10249584,65.5
Gold Standard,Industrial efficiency,2042.0,1684,10249584,65.5
Gold Standard,Industrial efficiency,2043.0,1470,10249584,65.5
Gold Standard,Industrial efficiency,2044.0,1470,10249584,65.5
Gold Standard,Industrial efficiency,2045.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2046.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2047.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2048.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2049.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2050.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2051.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2052.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2053.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2054.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2055.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2056.0,1451,10249584,65.5
Gold Standard,Industrial efficiency,2057.0,1443,10249584,65.5
Gold Standard,Industrial efficiency,2058.0,1253,10249584,65.5
Gold Standard,Industrial efficiency,2059.0,1165,10249584,65.5
Gold Standard,Industrial efficiency,2060.0,2966,10249584,65.5
Gold Standard,Landfill gas,2007.0,206996,15556666,61.7
Gold Standard,Landfill gas,2008.0,489334,15556666,61.7
Gold Standard,Landfill gas,2009.0,573147,15556666,61.7
Gold Standard,Landfill gas,2010.0,854339,15556666,61.7
Gold Standard,Landfill gas,2011.0,1266389,15556666,61.7
Gold Standard,Landfill gas,2012.0,2506106,15556666,61.7
Gold Standard,Landfill gas,2013.0,4093222,15556666,61.7
Gold Standard,Landfill gas,2014.0,3457581,15556666,61.7
Gold Standard,Landfill gas,2015.0,2278055,15556666,61.7
Gold Standard,Landfill gas,2016.0,2487208,15556666,61.7
Gold Standard,Landfill gas,2017.0,438907,15556666,61.7
Gold Standard,Landfill gas,2018.0,372156,15556666,61.7
Gold Standard,Landfill gas,2019.0,733690,15556666,61.7
Gold Standard,Landfill gas,2020.0,1510928,15556666,61.7
Gold Standard,Landfill gas,2021.0,1507074,15556666,61.7
Gold Standard,Landfill gas,2022.0,1352957,15556666,61.7
Gold Standard,Landfill gas,2023.0,869344,15556666,61.7
Gold Standard,Landfill gas,2024.0,223658,15556666,61.7
Gold Standard,Mixed renewables,2001.0,8560,60265004,42.1
Gold Standard,Mixed renewables,2002.0,16362,60265004,42.1
Gold Standard,Mixed renewables,2003.0,17606,60265004,42.1
Gold Standard,Mixed renewables,2006.0,30517,60265004,42.1
Gold Standard,Mixed renewables,2007.0,287339,60265004,42.1
Gold Standard,Mixed renewables,2008.0,1468587,60265004,42.1
Gold Standard,Mixed renewables,2009.0,1840754,60265004,42.1
Gold Standard,Mixed renewables,2010.0,2173794,60265004,42.1
Gold Standard,Mixed renewables,2011.0,3050523,60265004,42.1
Gold Standard,Mixed renewables,2012.0,3656633,60265004,42.1
Gold Standard,Mixed renewables,2013.0,4766228,60265004,42.1
Gold Standard,Mixed renewables,2014.0,5952299,60265004,42.1
Gold Standard,Mixed renewables,2015.0,6966187,60265004,42.1
Gold Standard,Mixed renewables,2016.0,7932182,60265004,42.1
Gold Standard,Mixed renewables,2017.0,8727364,60265004,42.1
Gold Standard,Mixed renewables,2018.0,11009455,60265004,42.1
Gold Standard,Mixed renewables,2019.0,14723476,60265004,42.1
Gold Standard,Mixed renewables,2020.0,17489248,60265004,42.1
Gold Standard,Mixed renewables,2021.0,16468413,60265004,42.1
Gold Standard,Mixed renewables,2022.0,19213747,60265004,42.1
Gold Standard,Mixed renewables,2023.0,12574938,60265004,42.1
Gold Standard,Mixed renewables,2024.0,4074080,60265004,42.1
Gold Standard,Mixed renewables,2025.0,690626,60265004,42.1
Gold Standard,Solar,2010.0,1493,746227,24.2
Gold Standard,Solar,2011.0,7823,746227,24.2
Gold Standard,Solar,2012.0,12605,746227,24.2
Gold Standard,Solar,2013.0,15903,746227,24.2
Gold Standard,Solar,2014.0,16460,746227,24.2
Gold Standard,Solar,2015.0,5835,746227,24.2
Gold Standard,Solar,2016.0,7109,746227,24.2
Gold Standard,Solar,2017.0,9950,746227,24.2
Gold Standard,Solar,2018.0,11782,746227,24.2
Gold Standard,Solar,2019.0,13458,746227,24.2
Gold Standard,Solar,2020.0,170714,746227,24.2
Gold Standard,Solar,2021.0,1736927,746227,24.2
Gold Standard,Solar,2022.0,1000231,746227,24.2
Gold Standard,Solar,2023.0,68975,746227,24.2
Gold Standard,Solar,2024.0,2762,746227,24.2
Gold Standard,Waste management,2019.0,281,7285,6.6
Gold Standard,Waste management,2020.0,447,7285,6.6
Gold Standard,Waste management,2021.0,208,7285,6.6
Gold Standard,Waste management,2022.0,44557,7285,6.6
Gold Standard,Waste management,2023.0,57168,7285,6.6
Gold Standard,Waste management,2024.0,7435,7285,6.6
Gold Standard,Waste to energy,2008.0,78680,3671517,65.2
Gold Standard,Waste to energy,2009.0,277992,3671517,65.2
Gold Standard,Waste to energy,2010.0,352046,3671517,65.2
Gold Standard,Waste to energy,2011.0,314681,3671517,65.2
Gold Standard,Waste to energy,2012.0,417064,3671517,65.2
Gold Standard,Waste to energy,2013.0,400218,3671517,65.2
Gold Standard,Waste to energy,2014.0,422090,3671517,65.2
Gold Standard,Waste to energy,2015.0,333242,3671517,65.2
Gold Standard,Waste to energy,2016.0,376218,3671517,65.2
Gold Standard,Waste to energy,2017.0,623340,3671517,65.2
Gold Standard,Waste to energy,2018.0,685098,3671517,65.2
Gold Standard,Waste to energy,2019.0,747594,3671517,65.2
Gold Standard,Waste to energy,2020.0,181823,3671517,65.2
Gold Standard,Waste to energy,2021.0,142305,3671517,65.2
Gold Standard,Waste to energy,2022.0,177969,3671517,65.2
Gold Standard,Waste to energy,2023.0,79104,3671517,65.2
Gold Standard,Waste to energy,2024.0,21251,3671517,65.2
Gold Standard,Wastewater treatment,2009.0,15272,114712,26.2
Gold Standard,Wastewater treatment,2010.0,30247,114712,26.2
Gold Standard,Wastewater treatment,2011.0,27698,114712,26.2
Gold Standard,Wastewater treatment,2014.0,1892,114712,26.2
Gold Standard,Wastewater treatment,2016.0,83770,114712,26.2
Gold Standard,Wastewater treatment,2017.0,48306,114712,26.2
Gold Standard,Wastewater treatment,2018.0,62980,114712,26.2
Gold Standard,Wastewater treatment,2019.0,78200,114712,26.2
Gold Standard,Wastewater treatment,2020.0,56069,114712,26.2
Gold Standard,Wastewater treatment,2021.0,33352,114712,26.2
Gold Standard,Water purification,2014.0,25516,1024069,22.2
Gold Standard,Water purification,2015.0,15981,1024069,22.2
Gold Standard,Water purification,2016.0,30751,1024069,22.2
Gold Standard,Water purification,2017.0,118372,1024069,22.2
Gold Standard,Water purification,2018.0,145147,1024069,22.2
Gold Standard,Water purification,2019.0,154312,1024069,22.2
Gold Standard,Water purification,2020.0,422803,1024069,22.2
Gold Standard,Water purification,2021.0,585277,1024069,22.2
Gold Standard,Water purification,2022.0,977915,1024069,22.2
Gold Standard,Water purification,2023.0,1567110,1024069,22.2
Gold Standard,Water purification,2024.0,563713,1024069,22.2
Gold Standard,Water purification,2025.0,7458,1024069,22.2
Verra,Afforestation/Reforestation,1999.0,118878,55386731,70.1
