Registry,Project Type Category,Vintage Year,Total Credits Issued,total_credits_retired,retirement_rate
CAR,Fossil gas leaks,2018.0,283656,0,0.0
CAR,Fossil gas leaks,2019.0,193290,0,0.0
CAR,Fossil gas leaks,2020.0,182382,0,0.0
CAR,Fossil gas leaks,2021.0,346846,0,0.0
CAR,Fossil gas leaks,2022.0,261720,0,0.0
CAR,Fossil gas leaks,2023.0,329027,0,0.0
CAR,Fossil gas leaks,2024.0,564108,0,0.0
CAR,Fossil gas leaks,2025.0,2013186,0,0.0
CAR,Industrial efficiency,2009.0,683087,11851343,28.8
CAR,Industrial efficiency,2010.0,3077340,11851343,28.8
CAR,Industrial efficiency,2011.0,3546904,11851343,28.8
CAR,Industrial efficiency,2012.0,2556723,11851343,28.8
CAR,Industrial efficiency,2013.0,1227591,11851343,28.8
CAR,Industrial efficiency,2014.0,1123204,11851343,28.8
CAR,Industrial efficiency,2015.0,883728,11851343,28.8
CAR,Industrial efficiency,2016.0,1076515,11851343,28.8
CAR,Industrial efficiency,2017.0,1741726,11851343,28.8
CAR,Industrial efficiency,2018.0,1674225,11851343,28.8
CAR,Industrial efficiency,2019.0,293757,11851343,28.8
CAR,Industrial efficiency,2020.0,570630,11851343,28.8
CAR,Industrial efficiency,2021.0,2403325,11851343,28.8
CAR,Industrial efficiency,2022.0,4650653,11851343,28.8
CAR,Industrial efficiency,2023.0,5275446,11851343,28.8
CAR,Industrial efficiency,2024.0,5911034,11851343,28.8
CAR,Industrial efficiency,2025.0,4497581,11851343,28.8
CAR,Landfill gas,2003.0,23089,36147161,77.1
CAR,Landfill gas,2004.0,39724,36147161,77.1
CAR,Landfill gas,2005.0,109181,36147161,77.1
CAR,Landfill gas,2006.0,154539,36147161,77.1
CAR,Landfill gas,2007.0,196273,36147161,77.1
CAR,Landfill gas,2008.0,985090,36147161,77.1
CAR,Landfill gas,2009.0,2219431,36147161,77.1
CAR,Landfill gas,2010.0,3917039,36147161,77.1
CAR,Landfill gas,2011.0,4503675,36147161,77.1
CAR,Landfill gas,2012.0,4099390,36147161,77.1
CAR,Landfill gas,2013.0,3443630,36147161,77.1
CAR,Landfill gas,2014.0,2862632,36147161,77.1
CAR,Landfill gas,2015.0,2603964,36147161,77.1
CAR,Landfill gas,2016.0,2216074,36147161,77.1
CAR,Landfill gas,2017.0,2265531,36147161,77.1
CAR,Landfill gas,2018.0,2337778,36147161,77.1
CAR,Landfill gas,2019.0,2225762,36147161,77.1
CAR,Landfill gas,2020.0,2429217,36147161,77.1
CAR,Landfill gas,2021.0,2628120,36147161,77.1
CAR,Landfill gas,2022.0,3020652,36147161,77.1
CAR,Landfill gas,2023.0,2845025,36147161,77.1
CAR,Landfill gas,2024.0,1745372,36147161,77.1
CAR,Landfill gas,2025.0,19907,36147161,77.1
CAR,Nitric acid,2008.0,106064,19055863,85.1
CAR,Nitric acid,2009.0,487045,19055863,85.1
CAR,Nitric acid,2010.0,1233760,19055863,85.1
CAR,Nitric acid,2011.0,1858067,19055863,85.1
CAR,Nitric acid,2012.0,2239193,19055863,85.1
CAR,Nitric acid,2013.0,1497340,19055863,85.1
CAR,Nitric acid,2014.0,1243351,19055863,85.1
CAR,Nitric acid,2015.0,1190142,19055863,85.1
CAR,Nitric acid,2016.0,1193156,19055863,85.1
CAR,Nitric acid,2017.0,1151792,19055863,85.1
CAR,Nitric acid,2018.0,1003570,19055863,85.1
CAR,Nitric acid,2019.0,1183399,19055863,85.1
CAR,Nitric acid,2020.0,1436765,19055863,85.1
CAR,Nitric acid,2021.0,1448129,19055863,85.1
CAR,Nitric acid,2022.0,1466181,19055863,85.1
CAR,Nitric acid,2023.0,1692482,19055863,85.1
CAR,Nitric acid,2024.0,1250880,19055863,85.1
CAR,Nitric acid,2025.0,710641,19055863,85.1
CAR,Rewilding,2002.0,5672,519839,20.8
CAR,Rewilding,2003.0,10732,519839,20.8
CAR,Rewilding,2004.0,43380,519839,20.8
CAR,Rewilding,2005.0,58815,519839,20.8
CAR,Rewilding,2006.0,58815,519839,20.8
CAR,Rewilding,2007.0,59124,519839,20.8
CAR,Rewilding,2008.0,100016,519839,20.8
CAR,Rewilding,2009.0,105184,519839,20.8
CAR,Rewilding,2010.0,219538,519839,20.8
CAR,Rewilding,2011.0,312178,519839,20.8
CAR,Rewilding,2012.0,289545,519839,20.8
CAR,Rewilding,2013.0,166436,519839,20.8
CAR,Rewilding,2014.0,52409,519839,20.8
CAR,Rewilding,2015.0,129468,519839,20.8
CAR,Rewilding,2016.0,107457,519839,20.8
CAR,Rewilding,2017.0,127881,519839,20.8
CAR,Rewilding,2018.0,131460,519839,20.8
CAR,Rewilding,2019.0,89439,519839,20.8
CAR,Rewilding,2020.0,89249,519839,20.8
CAR,Rewilding,2021.0,92404,519839,20.8
CAR,Rewilding,2022.0,125839,519839,20.8
CAR,Rewilding,2023.0,92258,519839,20.8
CAR,Rewilding,2024.0,34561,519839,20.8
CAR,Rewilding,2025.0,2617,519839,20.8
CAR,Soil & Livestock,2007.0,35807,2058058,18.7
CAR,Soil & Livestock,2008.0,35468,2058058,18.7
CAR,Soil & Livestock,2009.0,142645,2058058,18.7
CAR,Soil & Livestock,2010.0,298048,2058058,18.7
CAR,Soil & Livestock,2011.0,405283,2058058,18.7
CAR,Soil & Livestock,2012.0,493365,2058058,18.7
CAR,Soil & Livestock,2013.0,734768,2058058,18.7
CAR,Soil & Livestock,2014.0,824136,2058058,18.7
CAR,Soil & Livestock,2015.0,783320,2058058,18.7
CAR,Soil & Livestock,2016.0,1027844,2058058,18.7
CAR,Soil & Livestock,2017.0,1010942,2058058,18.7
CAR,Soil & Livestock,2018.0,914263,2058058,18.7
CAR,Soil & Livestock,2019.0,880455,2058058,18.7
CAR,Soil & Livestock,2020.0,745709,2058058,18.7
CAR,Soil & Livestock,2021.0,683916,2058058,18.7
CAR,Soil & Livestock,2022.0,781556,2058058,18.7
CAR,Soil & Livestock,2023.0,757973,2058058,18.7
CAR,Soil & Livestock,2024.0,320400,2058058,18.7
CAR,Soil & Livestock,2025.0,101914,2058058,18.7
CAR,Waste to energy,2008.0,25599,225517,80.4
CAR,Waste to energy,2009.0,18858,225517,80.4
CAR,Waste to energy,2013.0,19515,225517,80.4
CAR,Waste to energy,2014.0,19980,225517,80.4
CAR,Waste to energy,2015.0,18798,225517,80.4
CAR,Waste to energy,2016.0,16249,225517,80.4
CAR,Waste to energy,2017.0,11806,225517,80.4
CAR,Waste to energy,2018.0,14823,225517,80.4
CAR,Waste to energy,2019.0,18159,225517,80.4
CAR,Waste to energy,2020.0,19959,225517,80.4
CAR,Waste to energy,2021.0,18652,225517,80.4
CAR,Waste to energy,2022.0,22257,225517,80.4
CAR,Waste to energy,2023.0,33085,225517,80.4
CAR,Waste to energy,2024.0,22770,225517,80.4
